response_id,date,channel,region,country,store_id,nps_score,comment_text,segment,product_category
R00259,2024-04-14,Store,EU,ES,EU-ES-007,8,"Experience was okay, nothing special.",New Customer,Services
R00260,2024-02-21,Support,EU,ES,EU-ES-027,1,Got my issue resolved but had to wait.,Business,Apple Watch
R00261,2024-05-17,Store,EU,ES,EU-ES-014,7,"Checkout was smooth and fast, very satisfied.",Existing,Apple Watch
R00262,2025-06-30,Store,US,US,US-US-019,7,"Amazing experience overall, I will recommend to others.",New Customer,iPhone
R00263,2024-08-23,Store,US,US,US-US-018,7,"Experience was okay, nothing special.",New Customer,Mac
R00264,2024-09-23,Store,APAC,KR,APAC-KR-018,8,Online ordering was simple and delivery was on time.,Business,iPhone
R00265,2025-02-19,Store,APAC,IN,APAC-IN-021,9,Support agent resolved my issue quickly and professionally.,Existing,iPad
R00266,2025-03-27,Store,APAC,JP,APAC-JP-003,9,"Amazing experience overall, I will recommend to others.",New Customer,iPad
R00267,2024-12-23,Store,APAC,SG,APAC-SG-002,0,Support answered my questions but felt a bit slow.,New Customer,Apple Watch
R00268,2024-11-28,Support,US,US,US-US-014,9,"Loved the in-store demo, made my decision easy.",Existing,Apple Watch
R00269,2024-07-22,Store,APAC,SG,APAC-SG-021,10,Support agent resolved my issue quickly and professionally.,New Customer,Mac
R00270,2024-11-21,Support,APAC,JP,APAC-JP-030,10,"Great product experience, everything worked as expected.",Business,Apple Watch
R00271,2025-03-01,Store,US,US,US-US-027,10,"Checkout was smooth and fast, very satisfied.",Existing,Services
R00272,2025-10-06,Online,US,US,US-US-007,9,Very clear explanations and patient staff.,Existing,Apple Watch
R00273,2024-07-26,Online,EU,IT,EU-IT-017,10,Support agent resolved my issue quickly and professionally.,New Customer,Mac
R00274,2025-03-25,Support,APAC,JP,APAC-JP-011,8,I was impressed with the product quality and attention to detail.,Business,Mac
R00275,2024-11-04,Store,EU,ES,EU-ES-003,9,"Great product experience, everything worked as expected.",Existing,Mac
R00276,2024-05-09,Store,APAC,SG,APAC-SG-021,8,"Great product experience, everything worked as expected.",Existing,iPad
R00277,2024-05-26,Support,US,US,US-US-015,4,Did not feel valued as a customer during this visit.,Business,iPad
R00278,2024-03-24,Store,US,US,US-US-009,7,Experience was decent but room for improvement.,Existing,iPhone
R00279,2025-05-27,Online,US,US,US-US-011,7,Experience was decent but room for improvement.,Business,Mac
R00280,2024-04-14,Online,APAC,JP,APAC-JP-011,9,I was impressed with the product quality and attention to detail.,Business,Mac
R00281,2024-11-04,Support,EU,IT,EU-IT-015,10,"Checkout was smooth and fast, very satisfied.",Existing,Mac
R00282,2025-02-06,Online,US,US,US-US-021,9,"Amazing experience overall, I will recommend to others.",Existing,Services
R00283,2024-07-14,Store,EU,DE,EU-DE-001,8,Got my issue resolved but had to wait.,Existing,Services
R00284,2025-08-20,Store,EU,DE,EU-DE-030,10,"Amazing experience overall, I will recommend to others.",New Customer,Mac
R00285,2024-06-26,Support,US,US,US-US-005,2,Support answered my questions but felt a bit slow.,Business,iPad
R00286,2025-06-25,Store,EU,IT,EU-IT-007,10,"Amazing experience overall, I will recommend to others.",Existing,Services
R00287,2025-01-01,Store,US,US,US-US-022,7,Support agent resolved my issue quickly and professionally.,New Customer,iPad
R00288,2025-11-03,Store,US,US,US-US-028,7,Things worked but could be smoother.,Existing,Services
R00289,2024-11-18,Store,APAC,JP,APAC-JP-007,10,Staff was extremely helpful and friendly.,Business,Apple Watch
R00290,2024-02-09,Store,US,US,US-US-020,7,Support agent resolved my issue quickly and professionally.,Business,Services
R00291,2025-04-19,Online,US,US,US-US-021,10,Support agent resolved my issue quickly and professionally.,Existing,Mac
R00292,2025-02-09,Online,US,US,US-US-003,9,Staff was extremely helpful and friendly.,New Customer,Mac
R00293,2025-08-19,Support,EU,FR,EU-FR-026,10,Online ordering was simple and delivery was on time.,New Customer,Apple Watch
R00294,2024-08-19,Support,US,US,US-US-014,9,"Great customer service, felt valued as a customer.",Business,Services
R00295,2024-02-25,Support,US,US,US-US-022,9,"Great customer service, felt valued as a customer.",Existing,iPad
R00296,2024-07-19,Store,US,US,US-US-002,0,Support answered my questions but felt a bit slow.,Existing,iPhone
R00297,2024-11-15,Store,EU,FR,EU-FR-022,10,Very clear explanations and patient staff.,New Customer,iPhone
R00298,2024-02-02,Online,US,US,US-US-013,9,"Amazing experience overall, I will recommend to others.",New Customer,Services
R00299,2025-09-10,Support,EU,FR,EU-FR-011,4,Things worked but could be smoother.,Existing,Services
R00300,2025-06-07,Support,US,US,US-US-015,10,"Amazing experience overall, I will recommend to others.",Existing,iPad
R00301,2024-11-08,Store,US,US,US-US-023,9,Online ordering was simple and delivery was on time.,New Customer,iPad
R00302,2024-03-27,Store,APAC,SG,APAC-SG-030,8,Website was fine but could be more intuitive.,New Customer,Mac
R00303,2024-12-31,Store,US,US,US-US-007,1,Did not feel valued as a customer during this visit.,Existing,Services
R00304,2024-11-06,Store,EU,UK,EU-UK-029,10,"Amazing experience overall, I will recommend to others.",Existing,Mac
R00305,2025-07-18,Support,EU,FR,EU-FR-019,9,"Checkout was smooth and fast, very satisfied.",New Customer,iPad
R00306,2024-12-24,Store,US,US,US-US-020,10,I was impressed with the product quality and attention to detail.,Existing,Apple Watch
R00307,2024-07-08,Store,APAC,KR,APAC-KR-002,9,Support agent resolved my issue quickly and professionally.,New Customer,Apple Watch
R00308,2024-10-10,Store,US,US,US-US-028,10,"Loved the in-store demo, made my decision easy.",Existing,Services
R00309,2025-06-14,Store,APAC,KR,APAC-KR-002,9,Very clear explanations and patient staff.,Existing,iPad
R00310,2025-02-21,Store,EU,NL,EU-NL-023,7,I was impressed with the product quality and attention to detail.,Business,iPhone
R00311,2024-03-13,Online,APAC,IN,APAC-IN-003,10,"Checkout was smooth and fast, very satisfied.",Business,Apple Watch
R00312,2024-01-26,Store,US,US,US-US-025,9,Staff was extremely helpful and friendly.,New Customer,iPad
R00313,2025-05-28,Store,US,US,US-US-005,9,I was impressed with the product quality and attention to detail.,Business,Services
R00314,2024-08-19,Online,US,US,US-US-019,9,"Great product experience, everything worked as expected.",Existing,Services
R00315,2025-03-29,Store,APAC,IN,APAC-IN-006,10,Staff was extremely helpful and friendly.,Existing,iPad
R00316,2024-09-17,Store,APAC,SG,APAC-SG-011,8,Support agent resolved my issue quickly and professionally.,Existing,Mac
R00317,2025-09-19,Store,APAC,SG,APAC-SG-011,9,"Checkout was smooth and fast, very satisfied.",Existing,iPhone
R00318,2025-07-26,Online,US,US,US-US-021,7,"Loved the in-store demo, made my decision easy.",Existing,Mac
R00319,2025-08-28,Support,APAC,SG,APAC-SG-003,10,Support agent resolved my issue quickly and professionally.,Existing,iPad
R00320,2025-09-29,Online,EU,IT,EU-IT-024,0,The store was a bit crowded but manageable.,New Customer,Mac
R00321,2025-07-29,Store,US,US,US-US-009,10,Very clear explanations and patient staff.,Existing,Apple Watch
R00322,2024-07-29,Online,EU,NL,EU-NL-020,10,"Amazing experience overall, I will recommend to others.",New Customer,iPhone
R00323,2025-07-04,Store,EU,DE,EU-DE-008,10,Staff was extremely helpful and friendly.,New Customer,Services
R00324,2024-04-07,Support,EU,FR,EU-FR-008,2,Did not feel valued as a customer during this visit.,Existing,Apple Watch
R00325,2025-11-12,Support,US,US,US-US-015,9,"Great product experience, everything worked as expected.",Existing,iPhone
R00326,2024-03-21,Store,US,US,US-US-001,9,"Checkout was smooth and fast, very satisfied.",Existing,Services
R00327,2024-08-16,Online,EU,UK,EU-UK-026,9,Staff was extremely helpful and friendly.,New Customer,iPad
R00328,2024-05-19,Store,US,US,US-US-016,10,"Checkout was smooth and fast, very satisfied.",Existing,Apple Watch
R00329,2024-07-20,Store,US,US,US-US-025,5,Support answered my questions but felt a bit slow.,New Customer,iPad
R00330,2024-10-21,Online,US,US,US-US-014,9,I was impressed with the product quality and attention to detail.,New Customer,iPad
R00331,2025-06-19,Store,APAC,KR,APAC-KR-016,7,"The process was average, neither good nor bad.",New Customer,Services
R00332,2024-11-24,Store,APAC,SG,APAC-SG-005,9,"Amazing experience overall, I will recommend to others.",New Customer,Services
R00333,2025-07-04,Online,US,US,US-US-011,7,Overall acceptable experience.,New Customer,iPad
R00334,2025-02-28,Store,US,US,US-US-027,7,Online ordering was simple and delivery was on time.,Existing,Mac
R00335,2024-06-22,Online,US,US,US-US-004,6,Experience was decent but room for improvement.,Business,Mac
R00336,2025-07-30,Online,EU,NL,EU-NL-023,1,"Checkout process kept failing, very frustrating.",New Customer,Apple Watch
R00337,2024-06-06,Support,APAC,IN,APAC-IN-014,9,"Great product experience, everything worked as expected.",Existing,iPad
R00338,2024-02-12,Store,APAC,IN,APAC-IN-024,9,Very clear explanations and patient staff.,Existing,iPad
R00339,2024-01-08,Store,US,US,US-US-027,9,"Loved the in-store demo, made my decision easy.",Business,Mac
R00340,2025-04-20,Store,US,US,US-US-007,1,Support answered my questions but felt a bit slow.,New Customer,iPhone
R00341,2025-07-04,Online,US,US,US-US-010,7,"The process was average, neither good nor bad.",Existing,iPad
R00342,2024-07-30,Store,US,US,US-US-028,9,Online ordering was simple and delivery was on time.,New Customer,iPhone
R00343,2025-11-09,Online,APAC,SG,APAC-SG-020,10,"Loved the in-store demo, made my decision easy.",Existing,Mac
R00344,2024-02-28,Online,US,US,US-US-005,8,Got my issue resolved but had to wait.,New Customer,Apple Watch
R00345,2024-11-04,Store,APAC,JP,APAC-JP-004,8,Overall acceptable experience.,New Customer,Mac
R00346,2025-05-14,Online,US,US,US-US-013,4,Experience was decent but room for improvement.,New Customer,iPad
R00347,2024-08-09,Support,US,US,US-US-019,10,Staff was extremely helpful and friendly.,Existing,Apple Watch
R00348,2024-06-24,Online,EU,NL,EU-NL-013,6,Felt like no one was available to help in the store.,Business,Services
R00349,2025-05-12,Store,US,US,US-US-025,9,"Checkout was smooth and fast, very satisfied.",New Customer,Mac
R00350,2025-05-07,Store,US,US,US-US-024,10,Staff was extremely helpful and friendly.,Existing,iPad
R00351,2025-01-29,Online,EU,ES,EU-ES-015,9,Support agent resolved my issue quickly and professionally.,Business,iPad
R00352,2024-05-25,Online,EU,DE,EU-DE-016,8,"The process was average, neither good nor bad.",Business,Services
R00353,2025-07-20,Online,US,US,US-US-022,9,"Checkout was smooth and fast, very satisfied.",Business,Apple Watch
R00354,2024-05-18,Online,EU,ES,EU-ES-026,10,Online ordering was simple and delivery was on time.,Existing,iPad
R00355,2024-05-05,Online,EU,NL,EU-NL-002,7,Things worked but could be smoother.,Business,iPad
R00356,2025-08-23,Store,US,US,US-US-006,4,"The process was average, neither good nor bad.",New Customer,iPhone
R00357,2024-12-09,Support,EU,UK,EU-UK-011,1,"Experience was okay, nothing special.",New Customer,iPad
R00358,2025-09-02,Store,US,US,US-US-011,8,"Great product experience, everything worked as expected.",Business,Services
R00359,2024-04-06,Online,US,US,US-US-013,7,Staff was extremely helpful and friendly.,New Customer,Services
R00360,2024-07-15,Online,US,US,US-US-002,8,Experience was decent but room for improvement.,New Customer,Mac
R00361,2024-12-31,Online,APAC,IN,APAC-IN-021,9,Very clear explanations and patient staff.,Existing,iPhone
R00362,2025-11-13,Online,EU,DE,EU-DE-022,1,"The process was average, neither good nor bad.",Existing,Apple Watch
R00363,2024-01-09,Online,US,US,US-US-026,10,"Loved the in-store demo, made my decision easy.",New Customer,Services
R00364,2025-09-10,Store,US,US,US-US-021,7,Online ordering was simple and delivery was on time.,Business,Mac
R00365,2024-07-20,Online,EU,NL,EU-NL-015,8,"Great customer service, felt valued as a customer.",Existing,Services
R00366,2024-09-07,Online,US,US,US-US-002,8,"Experience was okay, nothing special.",Business,iPhone
R00367,2024-02-02,Store,US,US,US-US-030,10,"Great customer service, felt valued as a customer.",Existing,iPad
R00368,2025-04-04,Support,US,US,US-US-007,10,"Amazing experience overall, I will recommend to others.",New Customer,Mac
R00369,2025-02-12,Store,US,US,US-US-023,9,Staff was extremely helpful and friendly.,Existing,Mac
R00370,2024-06-22,Store,APAC,IN,APAC-IN-018,4,Website was confusing and I almost gave up.,Existing,Mac
R00371,2025-06-09,Online,US,US,US-US-006,8,Website was fine but could be more intuitive.,Existing,Services
R00372,2024-07-25,Online,US,US,US-US-006,9,"Checkout was smooth and fast, very satisfied.",Existing,Services
R00373,2025-01-22,Store,US,US,US-US-004,8,"Amazing experience overall, I will recommend to others.",New Customer,Services
R00374,2024-04-06,Online,US,US,US-US-022,10,I was impressed with the product quality and attention to detail.,New Customer,iPhone
R00375,2025-06-03,Online,APAC,IN,APAC-IN-004,9,Very clear explanations and patient staff.,New Customer,iPad
R00376,2025-07-24,Store,US,US,US-US-018,10,I was impressed with the product quality and attention to detail.,Business,Mac
R00377,2024-07-02,Store,US,US,US-US-020,1,I had to repeat my issue multiple times to different agents.,Existing,Services
R00378,2024-03-04,Store,US,US,US-US-021,9,Very clear explanations and patient staff.,New Customer,Services
R00379,2024-10-26,Online,APAC,AU,APAC-AU-009,2,Website was fine but could be more intuitive.,Business,Apple Watch
R00380,2025-08-23,Support,US,US,US-US-028,4,"Product information was unclear, hard to compare options.",New Customer,Mac
R00381,2024-06-28,Support,EU,ES,EU-ES-008,7,Website was fine but could be more intuitive.,New Customer,iPhone
R00382,2025-06-17,Online,US,US,US-US-015,10,Online ordering was simple and delivery was on time.,Business,iPhone
R00383,2025-02-12,Online,US,US,US-US-016,7,Got what I needed but it took some time.,Existing,Services
R00384,2025-01-09,Online,US,US,US-US-010,3,Felt like no one was available to help in the store.,New Customer,iPhone
R00385,2024-10-01,Store,US,US,US-US-014,8,"Amazing experience overall, I will recommend to others.",Existing,Mac
R00386,2024-06-06,Store,EU,NL,EU-NL-025,1,"Checkout process kept failing, very frustrating.",Existing,Services
R00387,2024-03-27,Store,US,US,US-US-025,7,Things worked but could be smoother.,New Customer,Apple Watch
R00388,2024-05-25,Store,US,US,US-US-021,8,I was impressed with the product quality and attention to detail.,Existing,Apple Watch
R00389,2025-10-30,Support,US,US,US-US-028,3,Delivery was delayed and communication was poor.,Existing,Apple Watch
R00390,2025-10-29,Online,EU,FR,EU-FR-022,9,I was impressed with the product quality and attention to detail.,Existing,Mac
R00391,2025-08-15,Store,US,US,US-US-024,9,Very clear explanations and patient staff.,Existing,iPad
R00392,2024-05-13,Online,US,US,US-US-003,5,Got my issue resolved but had to wait.,New Customer,iPad
R00393,2024-12-30,Support,APAC,AU,APAC-AU-025,9,I was impressed with the product quality and attention to detail.,Existing,Services
R00394,2024-09-10,Support,US,US,US-US-007,7,Experience was decent but room for improvement.,Business,iPhone
R00395,2024-06-18,Support,US,US,US-US-005,6,Website was confusing and I almost gave up.,New Customer,iPhone
R00396,2024-07-19,Online,US,US,US-US-021,2,Website was fine but could be more intuitive.,New Customer,Apple Watch
R00397,2025-05-14,Support,APAC,KR,APAC-KR-002,4,Experience was decent but room for improvement.,Existing,Apple Watch
R00398,2024-02-09,Online,US,US,US-US-007,7,Website was fine but could be more intuitive.,Business,Apple Watch
R00399,2025-01-13,Store,EU,UK,EU-UK-030,9,"Checkout was smooth and fast, very satisfied.",Business,iPhone
R00400,2024-01-21,Online,APAC,KR,APAC-KR-020,10,Support agent resolved my issue quickly and professionally.,New Customer,Apple Watch
R00401,2024-03-04,Online,US,US,US-US-002,10,"Checkout was smooth and fast, very satisfied.",New Customer,Mac
